ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4244	"ENSG00000095906"	"NUBP2"	chr16	+	1787940	1788207	1787940	1788051	1788137	1788207	4244	17,20,16	244,223,269	23,23,15	178,191,190	235	149	0.0524900411392	0.15437282126362611	0.042,0.054,0.036	0.076,0.071,0.048	-0.021
4245	"ENSG00000095906"	"NUBP2"	chr16	+	1787940	1788207	1787940	1788051	1788160	1788207	4245	67,60,83	0,2,1	58,62,43	0,1,4	258	149	0.390520619794	0.7196518571424201	1.0,0.945,0.98	1.0,0.973,0.861	0.03
4246	"ENSG00000197386"	"HTT"	chr4	+	3187650	3189093	3187650	3187886	3188950	3189093	4246	13,19,9	75,44,63	3,7,6	27,35,40	1213	149	0.151345707997	0.3531869142280379	0.021,0.05,0.017	0.013,0.024,0.018	0.011
4250	"ENSG00000127463"	"EMC1"	chr1	-	19239230	19239985	19239230	19239302	19239817	19239985	4250	24,31,22	59,50,58	23,33,30	52,51,51	664	149	0.360241087296	0.6769097389988415	0.084,0.122,0.078	0.09,0.127,0.117	-0.017
4252	"ENSG00000127463"	"EMC1"	chr1	-	19243949	19245030	19243949	19244015	19244905	19245030	4252	8,12,11	111,111,128	5,6,4	83,84,66	1039	149	0.626401573372	0.9854302343640619	0.01,0.015,0.012	0.009,0.01,0.009	0.003
4253	"ENSG00000152223"	"EPG5"	chr18	-	45916437	45917819	45916437	45916582	45917678	45917819	4253	10,13,12	5,5,4	9,5,10	8,3,5	1245	149	0.22435622797	0.4746991767506944	0.193,0.237,0.264	0.119,0.166,0.193	0.072
4254	"ENSG00000117713"	"ARID1A"	chr1	+	26773345	26773717	26773345	26773496	26773579	26773717	4254	6,0,2	69,59,65	0,2,1	36,49,40	232	149	0.26291490631	0.537543489510747	0.053,0.0,0.019	0.0,0.026,0.016	0.01
4256	"ENSG00000077152"	"UBE2T"	chr1	-	202333009	202333335	202333009	202333093	202333236	202333335	4256	56,52,60	507,446,421	125,155,176	285,319,321	292	149	0	0.0	0.053,0.056,0.068	0.183,0.199,0.219	-0.141
4257	"ENSG00000077152"	"UBE2T"	chr1	-	202333009	202333555	202333009	202333093	202333449	202333555	4257	55,50,57	0,0,0	111,143,154	3,3,5	505	149	0.000491217546552	0.003225919070986346	1.0,1.0,1.0	0.916,0.934,0.901	0.083
4258	"ENSG00000077152"	"UBE2T"	chr1	-	202333009	202333555	202333009	202333335	202333449	202333555	4258	11,12,11	515,504,525	15,20,13	485,446,505	263	149	0.0776409193598	0.21064367667694836	0.012,0.013,0.012	0.017,0.025,0.014	-0.006
4259	"ENSG00000077152"	"UBE2T"	chr1	-	202334988	202335818	202334988	202335058	202335641	202335818	4259	39,52,30	21,20,22	53,46,21	36,37,25	732	149	0.0577645831125	0.16669334835301955	0.274,0.346,0.217	0.231,0.202,0.146	0.086
4260	"ENSG00000077152"	"UBE2T"	chr1	-	202334988	202335818	202334988	202335049	202335645	202335818	4260	66,76,56	2,3,5	73,61,39	0,5,7	745	149	0.626285336124	0.9854302343640619	0.868,0.835,0.691	1.0,0.709,0.527	0.053
4261	"ENSG00000077152"	"UBE2T"	chr1	-	202334988	202335818	202334988	202335058	202335645	202335818	4261	40,54,33	633,664,633	54,46,24	546,499,571	736	149	0.348682022654	0.6608976735273218	0.013,0.016,0.01	0.02,0.018,0.008	-0.002
4269	"ENSG00000151092"	"NGLY1"	chr3	-	25736308	25737455	25736308	25736400	25737333	25737455	4269	27,24,28	1,3,2	19,17,17	6,6,5	1082	149	0.00218141664892	0.01105142389199183	0.788,0.524,0.658	0.304,0.281,0.319	0.355
4270	"ENSG00000110619"	"CARS1"	chr11	-	3001969	3002600	3001969	3002053	3002540	3002600	4270	76,93,67	306,251,245	326,282,285	401,361,381	636	149	1.11022302463e-16	9.283931648183755e-15	0.055,0.08,0.06	0.16,0.155,0.149	-0.09
4271	"ENSG00000110619"	"CARS1"	chr11	-	3001969	3002600	3001969	3002174	3002540	3002600	4271	60,73,54	9,5,6	243,189,189	37,53,35	515	149	0.019319930846	0.06832791332095677	0.659,0.809,0.723	0.655,0.508,0.61	0.139
4272	"ENSG00000110619"	"CARS1"	chr11	-	3026675	3029084	3026675	3026797	3028995	3029084	4272	88,105,98	167,141,152	110,142,127	317,277,266	2347	149	0.00538865111025	0.023730244737122	0.032,0.045,0.039	0.022,0.032,0.029	0.011
4273	"ENSG00000139194"	"RBP5"	chr12	-	7128239	7128889	7128239	7128418	7128702	7128889	4273	6,0,5	1,0,0	4,2,5	0,0,0	433	149	1	1.0	0.674,NA,1.0	1.0,1.0,1.0	-0.163
4274	"ENSG00000103160"	"HSDL1"	chr16	-	84129985	84130431	84129985	84130171	84130336	84130431	4274	222,195,206	4,4,3	179,135,157	5,4,3	314	149	0.422762566164	0.7597018506729492	0.963,0.959,0.97	0.944,0.941,0.961	0.015
4276	"ENSG00000272888"	"CHASERR"	chr15	+	92883584	92883778	92883584	92883619	92883743	92883778	4276	100,63,75	0,1,2	163,160,142	0,0,1	273	149	1	1.0	1.0,0.972,0.953	1.0,1.0,0.987	-0.021
4277	"ENSG00000153015"	"CWC27"	chr5	+	64801301	64804386	64801301	64801332	64804228	64804386	4277	4,3,3	151,139,154	7,12,5	156,146,126	3045	149	1	1.0	0.001,0.001,0.001	0.002,0.004,0.002	-0.002
4278	"ENSG00000138668"	"HNRNPD"	chr4	-	82353828	82356895	82353828	82354154	82356795	82356895	4278	910,1114,994	0,0,0	475,544,490	0,1,0	2790	149	1	1.0	1.0,1.0,1.0	1.0,0.967,1.0	0.011
4279	"ENSG00000117569"	"PTBP2"	chr1	+	96804799	96806452	96804799	96804939	96806418	96806452	4279	47,97,83	15,5,10	73,47,48	7,10,6	1628	149	0.912930346873	1.0	0.223,0.64,0.432	0.488,0.301,0.423	0.028
4282	"ENSG00000077549"	"CAPZB"	chr1	-	19344357	19345252	19344357	19344434	19345186	19345252	4282	61,55,54	431,480,455	29,28,46	380,376,421	901	149	0.0190413518358	0.0675012783401935	0.023,0.019,0.019	0.012,0.012,0.018	0.006
4283	"ENSG00000111653"	"ING4"	chr12	-	6652270	6652770	6652270	6652309	6652661	6652770	4283	96,88,60	3,2,5	53,61,60	6,8,10	501	149	0.000972246265775	0.00568983312303472	0.905,0.929,0.781	0.724,0.694,0.641	0.185
4284	"ENSG00000111653"	"ING4"	chr12	-	6652270	6652770	6652270	6652418	6652661	6652770	4284	12,7,5	106,146,86	11,11,10	85,55,69	392	149	0.00958961758853	0.03838907551663659	0.041,0.018,0.022	0.047,0.071,0.052	-0.03
4285	"ENSG00000111653"	"ING4"	chr12	-	6652661	6653050	6652661	6652767	6652935	6653050	4285	10,15,10	33,55,39	9,8,15	28,30,41	317	149	0.617999301901	0.9779358170956531	0.125,0.114,0.108	0.131,0.111,0.147	-0.014
4286	"ENSG00000111653"	"ING4"	chr12	-	6652661	6653050	6652661	6652770	6652935	6653050	4286	9,15,10	32,37,28	9,8,15	17,23,35	314	149	0.543617453904	0.9031432316557727	0.118,0.161,0.145	0.201,0.142,0.169	-0.029
4287	"ENSG00000111653"	"ING4"	chr12	-	6652661	6653050	6652661	6652767	6652944	6653050	4287	14,21,14	18,19,22	18,13,23	10,22,17	326	149	0.377859992662	0.7023399122682668	0.262,0.336,0.225	0.451,0.213,0.382	-0.074
4288	"ENSG00000111653"	"ING4"	chr12	-	6652661	6653050	6652661	6652770	6652944	6653050	4288	13,21,14	6,5,3	18,13,23	9,3,0	323	149	0.391256589276	0.7204788575706327	0.5,0.66,0.683	0.48,0.667,1.0	-0.101
4289	"ENSG00000113597"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664233	65664384	4289	39,45,44	1,0,1	69,94,84	2,0,5	3485	149	0.00645733874467	0.027612461018401376	0.625,1.0,0.653	0.596,1.0,0.418	0.088
4290	"ENSG00000113597"	"TRAPPC13"	chr5	+	65660698	65664384	65660698	65660897	65664236	65664384	4290	43,45,46	0,0,0	69,94,85	0,1,2	3488	149	0.753274642179	1.0	1.0,1.0,1.0	1.0,0.801,0.645	0.185
4291	"ENSG00000145916"	"RMND5B"	chr5	+	178142582	178142992	178142582	178142728	178142851	178142992	4291	7,4,7	91,85,72	35,52,33	74,92,90	272	149	5.10702591328e-15	3.342215393334372e-13	0.04,0.025,0.051	0.206,0.236,0.167	-0.164
4292	"ENSG00000145916"	"RMND5B"	chr5	+	178143626	178144108	178143626	178143727	178143941	178144108	4292	24,22,17	80,69,85	41,50,49	69,79,72	363	149	5.52141268073e-06	6.645409259784578e-05	0.11,0.116,0.076	0.196,0.206,0.218	-0.106
4293	"ENSG00000167700"	"MFSD3"	chr8	+	144510597	144510903	144510597	144510722	144510793	144510903	4293	23,25,45	237,180,184	33,31,42	148,120,149	220	149	0.00524011543039	0.02319829925242067	0.062,0.086,0.142	0.131,0.149,0.16	-0.05
4294	"ENSG00000167671"	"UBXN6"	chr19	-	4446048	4446413	4446048	4446197	4446282	4446413	4294	26,30,20	186,181,149	38,37,23	71,105,90	234	149	3.78772386334e-06	4.727431143531814e-05	0.082,0.095,0.079	0.254,0.183,0.14	-0.107
4295	"ENSG00000167671"	"UBXN6"	chr19	-	4446499	4446920	4446499	4446719	4446835	4446920	4295	8,5,4	169,207,190	9,14,7	175,117,139	265	149	0.00583908654228	0.02534311725328678	0.026,0.013,0.012	0.028,0.063,0.028	-0.023
4296	"ENSG00000107719"	"PALD1"	chr10	+	70532994	70534073	70532994	70533070	70533921	70534073	4296	24,43,32	64,55,89	22,26,25	43,30,33	1000	149	0.102580860905	0.2614370332445073	0.053,0.104,0.051	0.071,0.114,0.101	-0.026
4297	"ENSG00000113194"	"FAF2"	chr5	+	176493998	176494275	176493998	176494084	176494183	176494275	4297	1,2,4	137,131,114	1,4,2	119,125,132	248	149	1	1.0	0.004,0.009,0.021	0.005,0.019,0.009	0.0
4304	"ENSG00000114841"	"DNAH1"	chr3	+	52388417	52388937	52388417	52388609	52388805	52388937	4304	4,9,7	2,0,1	2,6,14	0,1,2	345	149	0.641093710707	0.9993519608079706	0.463,1.0,0.751	1.0,0.722,0.751	-0.086
4305	"ENSG00000042429"	"MED17"	chr11	+	93793727	93794035	93793727	93793864	93793950	93794035	4305	7,16,6	33,31,37	8,16,12	37,30,33	235	149	0.443040193557	0.7846218055762908	0.119,0.247,0.093	0.121,0.253,0.187	-0.034
4306	"ENSG00000042429"	"MED17"	chr11	+	93794907	93796540	93794907	93795060	93796409	93796540	4306	4,5,3	29,30,44	4,7,2	48,43,39	1498	149	1	1.0	0.014,0.016,0.007	0.008,0.016,0.005	0.003
4307	"ENSG00000042429"	"MED17"	chr11	+	93807500	93809876	93807500	93807635	93809716	93809876	4307	9,15,14	84,76,77	26,21,34	91,83,91	2230	149	0.00352012869582	0.016703965047125676	0.007,0.013,0.012	0.019,0.017,0.024	-0.009
4308	"ENSG00000042429"	"MED17"	chr11	+	93809716	93812378	93809716	93809876	93811852	93812378	4308	20,23,25	63,54,74	33,33,41	67,69,70	2125	149	0.0549954155809	0.16079856164019168	0.022,0.029,0.023	0.033,0.032,0.039	-0.01
4311	"ENSG00000160688"	"FLAD1"	chr1	+	154990158	154990528	154990158	154990257	154990338	154990528	4311	31,22,36	87,59,56	57,64,70	115,105,112	230	149	0.14300222207	0.33791631510051684	0.188,0.195,0.294	0.243,0.283,0.288	-0.046
4312	"ENSG00000160688"	"FLAD1"	chr1	+	154992712	154993111	154992712	154992786	154992901	154993111	4312	3,1,0	93,86,104	15,4,13	145,192,182	264	149	0.00035386718764	0.0024167009566049362	0.018,0.007,0.0	0.055,0.012,0.039	-0.027
4313	"ENSG00000134419"	"RPS15A"	chr16	-	18782967	18784823	18782967	18783102	18784737	18784823	4313	132,205,183	7505,7720,7752	207,239,263	6463,5332,5594	1784	149	1	1.0	0.001,0.002,0.002	0.003,0.004,0.004	-0.002
4314	"ENSG00000163346"	"PBXIP1"	chr1	-	154951470	154951921	154951470	154951535	154951794	154951921	4314	6,4,3	42,38,44	7,6,3	21,21,23	408	149	0.0467179875254	0.14019121774966523	0.05,0.037,0.024	0.109,0.094,0.045	-0.046
4315	"ENSG00000267575"	"LINC02987"	chr19	+	27805604	27806185	27805604	27805811	27805927	27806185	4315	20,16,12	0,0,0	13,12,15	0,0,1	265	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.894	0.035
4316	"ENSG00000267575"	"LINC02987"	chr19	+	27805604	27806782	27805604	27806185	27806322	27806782	4316	4,2,3	0,0,7	0,9,4	2,2,4	286	149	0.0870873583421	0.2306190917954415	1.0,1.0,0.183	0.0,0.701,0.343	0.38
4317	"ENSG00000158864"	"NDUFS2"	chr1	+	161202366	161203543	161202366	161202480	161203436	161203543	4317	47,41,44	1024,820,818	56,53,54	729,663,763	1105	149	1	1.0	0.006,0.007,0.007	0.01,0.011,0.009	-0.003
4318	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161209931	161209482	161209595	161209842	161209931	4318	26,38,33	1,0,1	34,48,28	0,1,2	396	149	1	1.0	0.907,1.0,0.925	1.0,0.948,0.84	0.015
4319	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161209931	161209482	161209595	161209856	161209931	4319	37,45,42	452,442,412	45,58,39	399,338,349	410	149	0.0378739869098	0.11842980177553651	0.029,0.036,0.036	0.039,0.059,0.039	-0.012
4320	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210188	161209482	161209595	161210110	161210188	4320	51,61,52	0,0,0	70,86,74	0,2,0	664	149	1	1.0	1.0,1.0,1.0	1.0,0.906,1.0	0.031
4321	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210188	161209482	161209931	161210110	161210188	4321	35,44,41	514,476,489	44,57,59	449,389,349	328	149	0.000674134373524	0.004186085227014541	0.03,0.04,0.037	0.043,0.062,0.071	-0.023
4322	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210389	161209482	161210188	161210303	161210389	4322	30,30,35	532,537,577	28,38,42	484,436,401	264	149	0.0368174425818	0.11588794348416011	0.031,0.031,0.033	0.032,0.047,0.056	-0.013
4323	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210710	161209482	161209595	161210590	161210710	4323	80,94,100	0,1,0	113,137,144	2,0,3	1144	149	0.0947503169818	0.24500509578299512	1.0,0.924,1.0	0.88,1.0,0.862	0.061
4324	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210710	161209482	161210188	161210590	161210710	4324	48,45,61	0,0,0	63,70,87	6,4,3	551	149	1.76870302404e-06	2.4570282464643652e-05	1.0,1.0,1.0	0.74,0.826,0.887	0.182
4325	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161210710	161209482	161210389	161210590	161210710	4325	33,36,47	657,644,698	43,42,52	535,494,511	350	149	0.00567256936097	0.024748844643860995	0.021,0.023,0.028	0.033,0.035,0.042	-0.013
4326	"ENSG00000158864"	"NDUFS2"	chr1	+	161209856	161210710	161209856	161209931	161210590	161210710	4326	65,78,89	0,0,0	87,108,129	1,5,2	808	149	0.00054659192058	0.003495030411457162	1.0,1.0,1.0	0.941,0.799,0.922	0.113
4327	"ENSG00000158864"	"NDUFS2"	chr1	+	161209482	161212480	161209482	161210710	161212350	161212480	4327	48,36,83	691,626,657	44,69,50	580,505,564	1789	149	0.988343480009	1.0	0.006,0.005,0.01	0.006,0.011,0.007	-0.001
4329	"ENSG00000158864"	"NDUFS2"	chr1	+	161212591	161213182	161212591	161212654	161213156	161213182	4329	7,12,8	1,0,0	7,10,7	0,0,0	651	149	1	1.0	0.616,1.0,1.0	1.0,1.0,1.0	-0.128
4330	"ENSG00000158864"	"NDUFS2"	chr1	+	161212350	161213475	161212350	161212480	161213379	161213475	4330	14,28,16	769,654,629	17,24,11	549,489,528	1048	149	1	1.0	0.003,0.006,0.004	0.004,0.007,0.003	-0.0
4331	"ENSG00000158864"	"NDUFS2"	chr1	+	161213863	161214299	161213863	161213921	161214155	161214299	4331	102,144,126	296,239,230	58,58,50	224,199,209	383	149	3.25182516503e-06	4.127021280272475e-05	0.118,0.19,0.176	0.092,0.102,0.085	0.068
4333	"ENSG00000142208"	"AKT1"	chr14	-	104770744	104772452	104770744	104770847	104772364	104772452	4333	58,59,58	300,335,374	83,106,129	217,216,221	1666	149	1.50990331349e-14	9.238644176687594e-13	0.017,0.016,0.014	0.033,0.042,0.05	-0.026
4334	"ENSG00000142208"	"AKT1"	chr14	-	104772877	104773379	104772877	104772993	104773250	104773379	4334	254,231,195	0,0,0	188,164,143	2,2,0	406	149	0.567894426957	0.9289227249029302	1.0,1.0,1.0	0.972,0.968,1.0	0.02
4335	"ENSG00000142208"	"AKT1"	chr14	-	104772877	104773379	104772877	104773092	104773250	104773379	4335	2,7,11	369,301,321	23,15,17	226,231,231	307	149	1.22141618153e-07	2.2044072379363982e-06	0.003,0.011,0.016	0.047,0.031,0.034	-0.027
4336	"ENSG00000142208"	"AKT1"	chr14	-	104773454	104773980	104773454	104773580	104773911	104773980	4336	56,64,89	288,254,294	86,82,92	184,203,191	480	149	1.14979024963e-05	0.00012309134308272234	0.057,0.073,0.086	0.127,0.111,0.13	-0.051
4337	"ENSG00000076685"	"NT5C2"	chr10	-	103097290	103098984	103097290	103097374	103098930	103098984	4337	44,70,54	28,23,23	47,27,21	48,36,36	1705	149	5.61764253226e-07	9.01457946647948e-06	0.121,0.21,0.17	0.079,0.062,0.049	0.104
4338	"ENSG00000178927"	"CYBC1"	chr17	-	82449430	82450254	82449430	82449480	82450198	82450254	4338	110,121,109	0,0,0	72,103,83	1,1,0	867	149	1	1.0	1.0,1.0,1.0	0.925,0.947,1.0	0.043
4344	"ENSG00000159377"	"PSMB4"	chr1	+	151400441	151401355	151400441	151400588	151401238	151401355	4344	413,491,414	1,1,0	782,836,831	34,24,16	799	149	1.27009514017e-13	6.731504242901e-12	0.987,0.989,1.0	0.811,0.867,0.906	0.131
4345	"ENSG00000159377"	"PSMB4"	chr1	+	151401238	151401630	151401238	151401355	151401541	151401630	4345	93,133,119	1146,1188,1337	396,364,347	1436,1122,1245	335	149	0	0.0	0.035,0.047,0.038	0.109,0.126,0.11	-0.075
4346	"ENSG00000065457"	"ADAT1"	chr16	-	75622402	75623281	75622402	75622464	75623237	75623281	4346	20,12,23	6,4,3	39,40,42	1,5,2	922	149	0.00870674818866	0.03547752402157832	0.35,0.327,0.553	0.863,0.564,0.772	-0.323
4347	"ENSG00000011007"	"ELOA"	chr1	+	23755842	23756385	23755842	23756023	23756273	23756385	4347	8,6,6	140,149,156	4,7,5	140,150,150	399	149	0.515333128507	0.8694008350467792	0.021,0.015,0.014	0.011,0.017,0.012	0.003
4348	"ENSG00000153914"	"SREK1"	chr5	+	66162413	66163922	66162413	66162592	66163791	66163922	4348	24,55,40	50,54,59	36,35,44	93,85,62	1348	149	0.0293951811946	0.0966483764397377	0.05,0.101,0.07	0.041,0.044,0.073	0.021
4350	"ENSG00000198793"	"MTOR"	chr1	-	11127623	11128126	11127623	11127806	11128003	11128126	4350	11,10,1	88,74,89	14,13,16	76,78,83	346	149	0.00669476049341	0.028482061884343504	0.051,0.055,0.005	0.073,0.067,0.077	-0.035
4351	"ENSG00000115226"	"FNDC4"	chr2	-	27493929	27494466	27493929	27494134	27494350	27494466	4351	1,0,4	35,44,31	2,0,6	46,32,38	365	149	0.343455406448	0.6540600680484939	0.012,0.0,0.05	0.017,0.0,0.061	-0.005
4353	"ENSG00000170791"	"CHCHD7"	chr8	+	56211788	56214667	56211788	56211837	56214597	56214667	4353	36,34,55	179,169,216	71,87,65	135,144,153	2909	149	2.02172119046e-08	4.334892786154404e-07	0.01,0.01,0.013	0.026,0.03,0.021	-0.015
4355	"ENSG00000116871"	"MAP7D1"	chr1	+	36176198	36176581	36176198	36176321	36176417	36176581	4355	145,134,121	30,17,30	100,177,183	11,21,30	245	149	0.0870389905636	0.23057213762113818	0.746,0.827,0.71	0.847,0.837,0.788	-0.063
4356	"ENSG00000072210"	"ALDH3A2"	chr17	+	19648780	19649124	19648780	19648843	19648934	19649124	4356	164,178,185	4,4,5	179,124,136	4,3,4	240	149	0.97288481761	1.0	0.962,0.965,0.958	0.965,0.962,0.955	0.001
4359	"ENSG00000072210"	"ALDH3A2"	chr17	+	19663332	19665047	19663332	19663499	19664947	19665047	4359	6,5,2	95,65,87	7,4,14	80,75,58	1597	149	0.822865276183	1.0	0.006,0.007,0.002	0.008,0.005,0.022	-0.007
4360	"ENSG00000143494"	"VASH2"	chr1	+	212951338	212951818	212951338	212951392	212951588	212951818	4360	17,18,23	8,3,4	9,18,17	0,1,2	345	149	0.00158531355459	0.008528284354427691	0.479,0.722,0.713	1.0,0.886,0.786	-0.253
4362	"ENSG00000198590"	"APRG1"	chr3	+	37417018	37418101	37417018	37417142	37417252	37418101	4362	2,1,2	0,0,0	1,5,0	1,0,1	259	149	0.0502796911681	0.14856888721284672	1.0,1.0,1.0	0.365,1.0,0.0	0.545
4364	"ENSG00000116044"	"NFE2L2"	chr2	-	177232391	177233339	177232391	177232583	177233249	177233339	4364	6,4,7	65,59,93	11,10,11	89,96,84	815	149	0.137665978078	0.3284272349288653	0.017,0.012,0.014	0.022,0.019,0.023	-0.007
4366	"ENSG00000116044"	"NFE2L2"	chr2	-	177232391	177234271	177232391	177233339	177234004	177234271	4366	3,4,6	91,70,83	11,13,12	102,88,98	814	149	0.00739006586233	0.030900344857439335	0.006,0.01,0.013	0.019,0.026,0.022	-0.013
4367	"ENSG00000116044"	"NFE2L2"	chr2	-	177233249	177234271	177233249	177233339	177234075	177234271	4367	45,39,56	3,0,2	53,70,61	0,0,0	885	149	0.0173881109523	0.06258389432186026	0.716,1.0,0.825	1.0,1.0,1.0	-0.153
4370	"ENSG00000092529"	"CAPN3"	chr15	+	42409930	42410496	42409930	42409995	42410427	42410496	4370	2,0,0	0,1,1	1,0,0	1,1,4	581	149	0.508431780426	0.8623974711485409	1.0,0.0,0.0	0.204,0.0,0.0	0.265
4375	"ENSG00000167110"	"GOLGA2"	chr9	-	128262562	128263092	128262562	128262704	128263033	128263092	4375	14,25,12	99,93,91	14,18,13	49,37,41	478	149	0.00825565538458	0.03391488123599841	0.042,0.077,0.039	0.082,0.132,0.09	-0.049
4376	"ENSG00000167110"	"GOLGA2"	chr9	-	128265969	128267517	128265969	128266020	128267457	128267517	4376	43,63,52	0,1,0	40,44,49	2,6,1	1586	149	1.01151121494e-05	0.00011003479530128498	1.0,0.855,1.0	0.653,0.408,0.822	0.324
4380	"ENSG00000249069"	"LINC01033"	chr5	+	54401642	54403788	54401642	54401865	54403522	54403788	4380	25,65,48	0,0,4	26,32,33	0,0,0	1806	149	0.0787504646461	0.21288649314890395	1.0,1.0,0.497	1.0,1.0,1.0	-0.168
4383	"ENSG00000164930"	"FZD6"	chr8	+	103299955	103300284	103299955	103300084	103300199	103300284	4383	26,22,31	0,0,3	32,32,29	0,4,1	264	149	0.248900640626	0.5146225882833176	1.0,1.0,0.854	1.0,0.819,0.942	0.031
4385	"ENSG00000121310"	"ECHDC2"	chr1	-	52897436	52899224	52897436	52897484	52899173	52899224	4385	7,4,2	0,0,3	2,4,2	0,0,1	1838	149	0.0871576229352	0.2307239782660272	1.0,1.0,0.051	1.0,1.0,0.14	-0.03
4388	"ENSG00000197530"	"MIB2"	chr1	+	1625545	1626754	1625545	1625653	1626649	1626754	4388	70,103,101	46,36,30	165,143,161	21,24,25	1145	149	8.98829574214e-07	1.363828906357775e-05	0.165,0.271,0.305	0.506,0.437,0.456	-0.219
4389	"ENSG00000197530"	"MIB2"	chr1	+	1626836	1627207	1626836	1626999	1627073	1627207	4389	3,1,3	72,40,59	4,8,9	59,77,61	223	149	0.00906269118533	0.036768632809053146	0.027,0.016,0.033	0.043,0.065,0.09	-0.041
4390	"ENSG00000197530"	"MIB2"	chr1	+	1628018	1628399	1628018	1628179	1628272	1628399	4390	18,18,30	26,15,28	34,27,26	27,38,34	242	149	0.775304162464	1.0	0.299,0.425,0.397	0.437,0.304,0.32	0.02
4391	"ENSG00000197530"	"MIB2"	chr1	+	1628272	1628722	1628272	1628399	1628488	1628722	4391	6,5,11	26,32,48	13,12,14	29,39,35	238	149	0.0375594013299	0.11768195437503223	0.126,0.089,0.125	0.219,0.162,0.2	-0.08
4396	"ENSG00000007341"	"ST7L"	chr1	-	112610454	112611003	112610454	112610690	112610840	112611003	4396	128,117,118	0,10,7	77,87,74	0,2,1	299	149	0.000869151175216	0.005158700114097489	1.0,0.854,0.894	1.0,0.956,0.974	-0.061
4397	"ENSG00000065989"	"PDE4A"	chr19	+	10461525	10461999	10461525	10461680	10461876	10461999	4397	2,1,3	11,13,15	7,5,11	14,17,14	345	149	0.00306795555309	0.014829437053664317	0.073,0.032,0.08	0.178,0.113,0.253	-0.12
4398	"ENSG00000197785"	"ATAD3A"	chr1	+	1517310	1517775	1517310	1517412	1517715	1517775	4398	6,4,1	35,35,30	4,4,5	37,32,31	452	149	0.660005505842	1.0	0.053,0.036,0.011	0.034,0.04,0.05	-0.008
4399	"ENSG00000151694"	"ADAM17"	chr2	-	9521202	9523338	9521202	9521316	9523248	9523338	4399	4,6,2	33,38,42	3,0,6	25,31,21	2081	149	1	1.0	0.009,0.011,0.003	0.009,0.0,0.02	-0.002
4400	"ENSG00000151694"	"ADAM17"	chr2	-	9521202	9523338	9521202	9521321	9523248	9523338	4400	4,5,2	4,2,0	3,0,6	2,4,6	2076	149	0.415182451447	0.7500391573668079	0.067,0.152,1.0	0.097,0.0,0.067	0.352
4402	"ENSG00000291113"	NA	chr5	+	177882651	177884272	177882651	177882752	177883666	177884272	4402	27,39,29	18,16,14	52,38,41	6,6,12	1063	149	0.00169631562583	0.009009506986588976	0.174,0.255,0.225	0.548,0.47,0.324	-0.229
4403	"ENSG00000148444"	"COMMD3"	chr10	+	22318271	22318713	22318271	22318306	22318652	22318713	4403	33,48,31	101,112,122	33,29,28	108,87,103	495	149	0.567543464307	0.9287523618992133	0.09,0.114,0.071	0.084,0.091,0.076	0.008
4404	"ENSG00000148444"	"COMMD3"	chr10	+	22318271	22319018	22318271	22318306	22318958	22319018	4404	37,56,41	1,0,0	37,45,44	1,1,1	801	149	0.0412896890403	0.1270816326266681	0.873,1.0,1.0	0.873,0.893,0.891	0.072
4405	"ENSG00000090863"	"GLG1"	chr16	-	74462487	74463479	74462487	74462630	74463355	74463479	4405	32,31,17	124,142,130	8,13,16	83,87,70	874	149	0.181834807284	0.40166972692086406	0.042,0.036,0.022	0.016,0.025,0.038	0.007
4406	"ENSG00000091483"	"FH"	chr1	-	241500436	241504245	241500436	241500590	241504041	241504245	4406	38,26,20	0,0,0	43,44,51	4,3,4	3600	149	5.00162911088e-10	1.4878363908491257e-08	1.0,1.0,1.0	0.308,0.378,0.345	0.656
4407	"ENSG00000182400"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159449	39159550	4407	9,15,17	2,3,1	12,12,7	18,21,12	1196	149	4.42854757399e-06	5.463811318335859e-05	0.359,0.384,0.679	0.077,0.066,0.068	0.404
4408	"ENSG00000182400"	"TRAPPC6B"	chr14	-	39158284	39159550	39158284	39158402	39159482	39159550	4408	12,14,21	36,66,62	16,15,17	58,42,56	1229	149	0.785736210084	1.0	0.039,0.025,0.039	0.032,0.042,0.035	-0.002
